numeric_id,file,line,excerpt,numeric_expression,normalized_value,classification,authoritative_source,exact_source_location,source_value,sampling_condition,estimator,dataset,status,required_action,notes
N0238,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",300,300,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:300,300,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0239,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",92,92,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:92,92,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0240,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",60,60,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:60,60,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0241,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",22,22,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:22,22,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0242,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",8,8,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:8,8,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0243,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",50,50,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:50,50,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0244,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",45,45,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:45,45,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0245,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",7.30,7.30,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:7.30,7.30,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0246,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",2020,2020,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2020,2020,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0247,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,109,"\texttt{LAT\_RESPIRATORY\_FAILURE} & Hypoxemia, ventilatory failure, or ventilatory support. & Mechanical ventilation flag; PF ratio; SaO2; PaO2; respiratory rate; PaCO2; pH. & At least 2 abnormal clauses or mechanical ventilation with PF \(<300\). Clauses include SaO2 \(<92\), PaO2 \(<60\), respiratory rate \(\ge 22\) or \(<8\), PaCO2 \(\ge 50\), or PaCO2 \",2012,2012,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2012,2012,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0248,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",2,2,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2,2,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0249,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",2.0,2.0,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2.0,2.0,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0250,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",0.3,0.3,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:0.3,0.3,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0251,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",40,40,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:40,40,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0252,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",500,500,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:500,500,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0253,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",5.5,5.5,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:5.5,5.5,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0254,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",18,18,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:18,18,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0255,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",3.5,3.5,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:3.5,3.5,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0256,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,110,"\texttt{LAT\_RENAL\_DYSFUNCTION} & Renal dysfunction. & Creatinine first and maximum; BUN maximum; urine helper; potassium maximum; bicarbonate minimum. & At least 2 abnormal clauses among creatinine \(\ge 2.0\), creatinine rise \(\ge 0.3\), BUN \(\ge 40\), urine \(<500\), potassium \(\ge 5.5\), or bicarbonate \(<18\); creatinine \(\ge 3.5\) is sufficient. &",2012,2012,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2012,2012,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0257,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",2,2,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2,2,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0258,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",2.0,2.0,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2.0,2.0,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0259,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",200,200,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:200,200,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0260,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",250,250,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:250,250,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0261,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",2.5,2.5,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2.5,2.5,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0262,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",100,100,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:100,100,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0263,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,111,"\texttt{LAT\_HEPATIC\_DYSFUNCTION} & Hepatic injury or reserve. & Bilirubin, AST, ALT, ALP, albumin, platelets. & Weighted score at least 2: bilirubin \(\ge 2.0\) counts twice; AST or ALT \(\ge 200\), ALP \(\ge 250\), albumin \(<2.5\), or platelets \(<100\) add one. & Bilirubin/organ-dysfunction grounding from SOFA \cite{vincent_et_al_1996_sofa}; transaminas",1996,1996,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:1996,1996,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0264,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,112,"\texttt{LAT\_COAG\_HEME\_DYSFUNCTION} & Hematologic/coagulation stress. & Platelets, hematocrit, WBC, platelet first-to-minimum change. & Score at least 2. Platelets \(<100\) counts twice; platelets \(<150\), HCT \(<25\) or \(>55\), WBC \(<4\) or \(>20\), or platelet drop \(\ge 50\) add one. & Coagulation grounding from ISTH DIC and SOFA \cite{taylor_et_al_2",2,2,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:2,2,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0265,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,112,"\texttt{LAT\_COAG\_HEME\_DYSFUNCTION} & Hematologic/coagulation stress. & Platelets, hematocrit, WBC, platelet first-to-minimum change. & Score at least 2. Platelets \(<100\) counts twice; platelets \(<150\), HCT \(<25\) or \(>55\), WBC \(<4\) or \(>20\), or platelet drop \(\ge 50\) add one. & Coagulation grounding from ISTH DIC and SOFA \cite{taylor_et_al_2",100,100,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:100,100,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
N0266,thesis-writing/thesis/chapters/05_proxy_state_construction.tex,112,"\texttt{LAT\_COAG\_HEME\_DYSFUNCTION} & Hematologic/coagulation stress. & Platelets, hematocrit, WBC, platelet first-to-minimum change. & Score at least 2. Platelets \(<100\) counts twice; platelets \(<150\), HCT \(<25\) or \(>55\), WBC \(<4\) or \(>20\), or platelet drop \(\ge 50\) add one. & Coagulation grounding from ISTH DIC and SOFA \cite{taylor_et_al_2",150,150,EQUATION_OR_SYMBOL,methods equation/specification,thesis-writing/thesis/chapters/05_proxy_state_construction.tex:150,150,NOT_APPLICABLE,NOT_APPLICABLE,BOTH_OR_NOT_APPLICABLE,SOURCE_SUPPORTED,NONE,Equation symbol or parameter.
